[run number],detection_sick_people,security_measures,proportion_retired,people,proportion_worker,infectious_rate,duration,lockdown_type,proportion_student,[step],n_of_death,days,count turtles with [color = gray],Neg_student + Neg_retired + Neg_worker,count turtles with [color = gray] + n_of_death
10,true,false,29,500,53,2,14,lockdown_retired,18,701,11,35,469,8997,480
2,true,false,29,500,53,2,14,lockdown_retired,18,721,11,36,467,8773.5,478
5,true,false,29,500,53,2,14,lockdown_retired,18,701,8,35,474,8336,482
7,true,false,29,500,53,2,14,lockdown_retired,18,741,7,37,474,9981.75,481
9,true,false,29,500,53,2,14,lockdown_retired,18,741,10,37,468,9620.75,478
6,true,false,29,500,53,2,14,lockdown_retired,18,741,10,37,473,8156.25,483
8,true,false,29,500,53,2,14,lockdown_retired,18,781,11,39,468,8862.5,479
12,true,false,29,500,53,2,14,lockdown_retired,18,761,6,38,474,8821.25,480
4,true,false,29,500,53,2,14,lockdown_retired,18,701,9,35,474,8553.75,483
1,true,false,29,500,53,2,14,lockdown_retired,18,661,13,33,466,8373,479
3,true,false,29,500,53,2,14,lockdown_retired,18,801,7,40,477,9625.5,484
13,true,false,29,500,53,2,14,lockdown_retired,18,681,10,34,473,8465,483
15,true,false,29,500,53,2,14,lockdown_retired,18,641,9,32,471,7467.5,480
18,true,false,29,500,53,2,14,lockdown_retired,18,681,5,34,473,8362.5,478
21,true,false,29,500,53,2,14,lockdown_retired,18,681,17,34,467,8207.5,484
19,true,false,29,500,53,2,14,lockdown_retired,18,741,6,37,462,8631.5,468
17,true,false,29,500,53,2,14,lockdown_retired,18,761,14,38,465,8866.5,479
22,true,false,29,500,53,2,14,lockdown_retired,18,641,6,32,465,7675.75,471
14,true,false,29,500,53,2,14,lockdown_retired,18,801,8,40,472,10596,480
16,true,false,29,500,53,2,14,lockdown_retired,18,801,5,40,479,9807.25,484
20,true,false,29,500,53,2,14,lockdown_retired,18,761,13,38,467,9773.25,480
24,true,false,29,500,53,2,14,lockdown_retired,18,721,13,36,469,8542.5,482
23,true,false,29,500,53,2,14,lockdown_retired,18,681,8,34,469,8413.5,477
25,true,false,29,500,53,2,14,lockdown_retired,18,661,13,33,465,7997.5,478
26,true,false,29,500,53,2,14,lockdown_retired,18,721,11,36,466,8188,477
30,true,false,29,500,53,2,14,lockdown_retired,18,681,10,34,476,7926,486
34,true,false,29,500,53,2,14,lockdown_student,18,641,12,32,473,7878,485
27,true,false,29,500,53,2,14,lockdown_retired,18,761,9,38,468,9194.5,477
35,true,false,29,500,53,2,14,lockdown_student,18,681,11,34,464,9055,475
33,true,false,29,500,53,2,14,lockdown_student,18,661,12,33,464,7444,476
29,true,false,29,500,53,2,14,lockdown_retired,18,741,8,37,472,9143.25,480
28,true,false,29,500,53,2,14,lockdown_retired,18,741,12,37,465,7747.25,477
36,true,false,29,500,53,2,14,lockdown_student,18,621,10,31,468,7483,478
32,true,false,29,500,53,2,14,lockdown_student,18,781,15,39,471,8778.5,486
31,true,false,29,500,53,2,14,lockdown_student,18,701,20,35,461,8169.5,481
37,true,false,29,500,53,2,14,lockdown_student,18,721,10,36,473,8478,483
40,true,false,29,500,53,2,14,lockdown_student,18,621,6,31,463,7952,469
38,true,false,29,500,53,2,14,lockdown_student,18,641,10,32,466,8031.5,476
39,true,false,29,500,53,2,14,lockdown_student,18,681,6,34,478,7849,484
42,true,false,29,500,53,2,14,lockdown_student,18,721,7,36,476,8883,483
44,true,false,29,500,53,2,14,lockdown_student,18,721,11,36,468,8489.5,479
45,true,false,29,500,53,2,14,lockdown_student,18,701,15,35,465,8364,480
41,true,false,29,500,53,2,14,lockdown_student,18,741,12,37,467,8005.5,479
43,true,false,29,500,53,2,14,lockdown_student,18,781,5,39,472,7794.5,477
47,true,false,29,500,53,2,14,lockdown_student,18,681,14,34,464,8005,478
48,true,false,29,500,53,2,14,lockdown_student,18,641,12,32,470,7518,482
46,true,false,29,500,53,2,14,lockdown_student,18,761,12,38,465,9432,477
49,true,false,29,500,53,2,14,lockdown_student,18,701,6,35,465,8108.5,471
50,true,false,29,500,53,2,14,lockdown_student,18,661,12,33,469,8435.5,481
55,true,false,29,500,53,2,14,lockdown_student,18,701,9,35,472,8097.5,481
52,true,false,29,500,53,2,14,lockdown_student,18,741,9,37,471,8755,480
58,true,false,29,500,53,2,14,lockdown_student,18,661,10,33,469,8230.5,479
56,true,false,29,500,53,2,14,lockdown_student,18,721,11,36,468,9173.5,479
57,true,false,29,500,53,2,14,lockdown_student,18,741,7,37,462,7948,469
54,true,false,29,500,53,2,14,lockdown_student,18,821,10,41,471,9014.5,481
51,true,false,29,500,53,2,14,lockdown_student,18,801,7,40,459,8726,466
53,true,false,29,500,53,2,14,lockdown_student,18,901,8,45,475,9119.5,483
59,true,false,29,500,53,2,14,lockdown_student,18,681,12,34,463,7991,475
60,true,false,29,500,53,2,14,lockdown_student,18,661,12,33,462,7752,474
61,true,false,29,500,53,2,14,none,18,681,16,34,469,6648.75,485
62,true,false,29,500,53,2,14,none,18,741,22,37,452,7448.5,474
63,true,false,29,500,53,2,14,none,18,721,13,36,469,7929.75,482
64,true,false,29,500,53,2,14,none,18,761,16,38,464,7697.25,480
65,true,false,29,500,53,2,14,none,18,761,13,38,470,8121.75,483
70,true,false,29,500,53,2,14,none,18,601,9,30,470,6049,479
67,true,false,29,500,53,2,14,none,18,721,17,36,459,6988,476
66,true,false,29,500,53,2,14,none,18,741,11,37,465,7499,476
68,true,false,29,500,53,2,14,none,18,801,12,40,470,7793.75,482
71,true,false,29,500,53,2,14,none,18,641,9,32,474,6415.25,483
72,true,false,29,500,53,2,14,none,18,601,8,30,467,6517.25,475
69,true,false,29,500,53,2,14,none,18,801,8,40,465,7266.5,473
73,true,false,29,500,53,2,14,none,18,861,11,43,470,8176,481
74,true,false,29,500,53,2,14,none,18,701,15,35,468,7088,483
77,true,false,29,500,53,2,14,none,18,621,15,31,473,6334,488
76,true,false,29,500,53,2,14,none,18,641,9,32,475,6680.75,484
78,true,false,29,500,53,2,14,none,18,641,13,32,470,7425,483
75,true,false,29,500,53,2,14,none,18,681,11,34,473,7351.5,484
80,true,false,29,500,53,2,14,none,18,661,14,33,465,6821.75,479
79,true,false,29,500,53,2,14,none,18,721,12,36,475,7410,487
81,true,false,29,500,53,2,14,none,18,741,12,37,473,7281.75,485
82,true,false,29,500,53,2,14,none,18,641,12,32,475,6787.25,487
83,true,false,29,500,53,2,14,none,18,761,14,38,458,7603,472
84,true,false,29,500,53,2,14,none,18,681,6,34,482,7475.25,488
85,true,false,29,500,53,2,14,none,18,741,12,37,470,8182,482
86,true,false,29,500,53,2,14,none,18,701,8,35,477,7032.75,485
89,true,false,29,500,53,2,14,none,18,661,15,33,460,7254.25,475
87,true,false,29,500,53,2,14,none,18,681,7,34,467,6816.75,474
88,true,false,29,500,53,2,14,none,18,761,8,38,469,6694.25,477
92,true,false,29,500,53,2,14,lockdown_retired+student,18,701,13,35,461,9901,474
90,true,false,29,500,53,2,14,none,18,761,7,38,474,7068.25,481
91,true,false,29,500,53,2,14,lockdown_retired+student,18,721,10,36,453,9958,463
93,true,false,29,500,53,2,14,lockdown_retired+student,18,721,7,36,449,9588,456
96,true,false,29,500,53,2,14,lockdown_retired+student,18,721,11,36,451,9864.5,462
95,true,false,29,500,53,2,14,lockdown_retired+student,18,761,6,38,468,11694,474
94,true,false,29,500,53,2,14,lockdown_retired+student,18,901,10,45,453,9703.5,463
97,true,false,29,500,53,2,14,lockdown_retired+student,18,741,7,37,463,10551,470
99,true,false,29,500,53,2,14,lockdown_retired+student,18,661,10,33,455,8853,465
98,true,false,29,500,53,2,14,lockdown_retired+student,18,761,11,38,441,10489.5,452
101,true,false,29,500,53,2,14,lockdown_retired+student,18,681,14,34,458,9261,472
102,true,false,29,500,53,2,14,lockdown_retired+student,18,701,13,35,449,9032,462
103,true,false,29,500,53,2,14,lockdown_retired+student,18,721,10,36,449,9198.5,459
100,true,false,29,500,53,2,14,lockdown_retired+student,18,941,5,47,446,13870.5,451
104,true,false,29,500,53,2,14,lockdown_retired+student,18,821,11,41,460,10394,471
105,true,false,29,500,53,2,14,lockdown_retired+student,18,801,9,40,450,9989,459
109,true,false,29,500,53,2,14,lockdown_retired+student,18,741,9,37,464,10590,473
107,true,false,29,500,53,2,14,lockdown_retired+student,18,781,11,39,462,10665,473
108,true,false,29,500,53,2,14,lockdown_retired+student,18,761,8,38,473,10388,481
106,true,false,29,500,53,2,14,lockdown_retired+student,18,861,12,43,456,9656,468
110,true,false,29,500,53,2,14,lockdown_retired+student,18,801,13,40,459,9416.5,472
114,true,false,29,500,53,2,14,lockdown_retired+student,18,621,10,31,460,8386,470
113,true,false,29,500,53,2,14,lockdown_retired+student,18,741,6,37,465,10630,471
112,true,false,29,500,53,2,14,lockdown_retired+student,18,801,9,40,454,10785.5,463
111,true,false,29,500,53,2,14,lockdown_retired+student,18,841,17,42,454,11470.5,471
115,true,false,29,500,53,2,14,lockdown_retired+student,18,681,5,34,472,9324.5,477
116,true,false,29,500,53,2,14,lockdown_retired+student,18,721,13,36,464,9306.5,477
117,true,false,29,500,53,2,14,lockdown_retired+student,18,921,8,46,467,12302.5,475
118,true,false,29,500,53,2,14,lockdown_retired+student,18,701,8,35,473,10400,481
120,true,false,29,500,53,2,14,lockdown_retired+student,18,721,10,36,460,9164,470
119,true,false,29,500,53,2,14,lockdown_retired+student,18,741,4,37,465,9685,469
122,true,false,29,500,53,2,14,essential_activities,18,841,7,42,420,13414,427
123,true,false,29,500,53,2,14,essential_activities,18,781,12,39,435,12900.5,447
121,true,false,29,500,53,2,14,essential_activities,18,861,11,43,407,14096,418
124,true,false,29,500,53,2,14,essential_activities,18,881,7,44,399,14549,406
125,true,false,29,500,53,2,14,essential_activities,18,841,6,42,417,13218,423
127,true,false,29,500,53,2,14,essential_activities,18,841,18,42,410,12726,428
126,true,false,29,500,53,2,14,essential_activities,18,941,12,47,394,15889,406
128,true,false,29,500,53,2,14,essential_activities,18,861,9,43,404,13446.5,413
129,true,false,29,500,53,2,14,essential_activities,18,821,9,41,413,12774,422
130,true,false,29,500,53,2,14,essential_activities,18,741,13,37,407,12237.5,420
134,true,false,29,500,53,2,14,essential_activities,18,801,11,40,426,12768.5,437
137,true,false,29,500,53,2,14,essential_activities,18,721,10,36,398,11747,408
136,true,false,29,500,53,2,14,essential_activities,18,841,8,42,431,13773,439
135,true,false,29,500,53,2,14,essential_activities,18,781,8,39,423,13255.5,431
138,true,false,29,500,53,2,14,essential_activities,18,801,11,40,391,13336.5,402
140,true,false,29,500,53,2,14,essential_activities,18,801,6,40,418,13247.5,424
133,true,false,29,500,53,2,14,essential_activities,18,1061,8,53,419,17349.5,427
131,true,false,29,500,53,2,14,essential_activities,18,1161,7,58,406,18091.5,413
141,true,false,29,500,53,2,14,essential_activities,18,781,13,39,401,12051.5,414
139,true,false,29,500,53,2,14,essential_activities,18,1081,6,54,419,15508,425
132,true,false,29,500,53,2,14,essential_activities,18,1501,10,75,417,26089,427
142,true,false,29,500,53,2,14,essential_activities,18,1061,15,53,413,17890.5,428
151,true,false,29,500,53,2,14,all,18,561,0,28,22,10125,22
147,true,false,29,500,53,2,14,essential_activities,18,761,8,38,432,12167,440
144,true,false,29,500,53,2,14,essential_activities,18,901,6,45,420,13662.5,426
152,true,false,29,500,53,2,14,all,18,501,0,25,11,8505,11
145,true,false,29,500,53,2,14,essential_activities,18,901,10,45,400,14146.5,410
143,true,false,29,500,53,2,14,essential_activities,18,961,3,48,424,14593.5,427
154,true,false,29,500,53,2,14,all,18,501,0,25,15,9315,15
146,true,false,29,500,53,2,14,essential_activities,18,921,9,46,410,14301.5,419
153,true,false,29,500,53,2,14,all,18,501,1,25,19,8097.5,20
148,true,false,29,500,53,2,14,essential_activities,18,901,10,45,431,14445.5,441
150,true,false,29,500,53,2,14,essential_activities,18,801,11,40,411,13398,422
149,true,false,29,500,53,2,14,essential_activities,18,901,7,45,411,12571,418
158,true,false,29,500,53,2,14,all,18,421,0,21,14,7290,14
156,true,false,29,500,53,2,14,all,18,481,0,24,24,8910,24
155,true,false,29,500,53,2,14,all,18,621,0,31,19,12555,19
160,true,false,29,500,53,2,14,all,18,461,0,23,13,8910,13
159,true,false,29,500,53,2,14,all,18,581,0,29,19,10935,19
161,true,false,29,500,53,2,14,all,18,541,0,27,11,8910,11
165,true,false,29,500,53,2,14,all,18,381,0,19,10,7695,10
168,true,false,29,500,53,2,14,all,18,441,0,22,13,7695,13
167,true,false,29,500,53,2,14,all,18,481,0,24,14,8100,14
164,true,false,29,500,53,2,14,all,18,701,0,35,31,12960,31
163,true,false,29,500,53,2,14,all,18,701,0,35,25,12150,25
170,true,false,29,500,53,2,14,all,18,441,0,22,17,8505,17
171,true,false,29,500,53,2,14,all,18,381,0,19,8,7695,8
169,true,false,29,500,53,2,14,all,18,601,1,30,27,10931,28
173,true,false,29,500,53,2,14,all,18,361,0,18,11,6480,11
162,true,false,29,500,53,2,14,all,18,861,0,43,48,16605,48
157,true,false,29,500,53,2,14,all,18,1221,0,61,40,23085,40
172,true,false,29,500,53,2,14,all,18,501,1,25,16,9310.5,17
175,true,false,29,500,53,2,14,all,18,521,2,26,24,9308,26
166,true,false,29,500,53,2,14,all,18,1121,1,56,30,21446,31
176,true,false,29,500,53,2,14,all,18,541,0,27,15,9315,15
177,true,false,29,500,53,2,14,all,18,521,0,26,13,9720,13
179,true,false,29,500,53,2,14,all,18,561,2,28,21,10924.5,23
178,true,false,29,500,53,2,14,all,18,561,0,28,17,10125,17
180,true,false,29,500,53,2,14,all,18,781,0,39,40,12960,40
174,true,false,29,500,53,2,14,all,18,1081,0,54,30,21870,30
8,true,true,29,500,53,2,14,lockdown_retired,18,1061,8,53,197,7418.5,205
10,true,true,29,500,53,2,14,lockdown_retired,18,1121,6,56,233,8917.5,239
4,true,true,29,500,53,2,14,lockdown_retired,18,1141,4,57,275,10114,279
9,true,true,29,500,53,2,14,lockdown_retired,18,1161,6,58,310,10230.25,316
7,true,true,29,500,53,2,14,lockdown_retired,18,1341,5,67,255,10720.75,260
5,true,true,29,500,53,2,14,lockdown_retired,18,1381,6,69,320,14165.5,326
12,true,true,29,500,53,2,14,lockdown_retired,18,1481,10,74,240,12221.5,250
2,true,true,29,500,53,2,14,lockdown_retired,18,1481,2,74,281,12273.25,283
1,true,true,29,500,53,2,14,lockdown_retired,18,1341,5,67,256,11001.25,261
6,true,true,29,500,53,2,14,lockdown_retired,18,1741,6,87,271,14958.5,277
11,true,true,29,500,53,2,14,lockdown_retired,18,1841,5,92,236,16864.5,241
13,true,true,29,500,53,2,14,lockdown_retired,18,1181,6,59,294,10132.75,300
3,true,true,29,500,53,2,14,lockdown_retired,18,2161,4,108,209,15737.75,213
15,true,true,29,500,53,2,14,lockdown_retired,18,1501,8,75,255,12237.75,263
14,true,true,29,500,53,2,14,lockdown_retired,18,1621,2,81,159,10747,161
16,true,true,29,500,53,2,14,lockdown_retired,18,1701,3,85,224,13852.75,227
17,true,true,29,500,53,2,14,lockdown_retired,18,1441,11,72,261,11534.5,272
21,true,true,29,500,53,2,14,lockdown_retired,18,1221,7,61,277,10322.75,284
20,true,true,29,500,53,2,14,lockdown_retired,18,1481,5,74,272,13824.25,277
23,true,true,29,500,53,2,14,lockdown_retired,18,1081,5,54,261,8145.5,266
19,true,true,29,500,53,2,14,lockdown_retired,18,1601,6,80,260,11642.5,266
22,true,true,29,500,53,2,14,lockdown_retired,18,1581,9,79,268,13920.75,277
18,true,true,29,500,53,2,14,lockdown_retired,18,2101,7,105,294,22163.5,301
24,true,true,29,500,53,2,14,lockdown_retired,18,1341,3,67,267,11699,270
25,true,true,29,500,53,2,14,lockdown_retired,18,1261,4,63,217,9330.5,221
28,true,true,29,500,53,2,14,lockdown_retired,18,1061,9,53,298,9831,307
27,true,true,29,500,53,2,14,lockdown_retired,18,1281,5,64,185,8308.5,190
26,true,true,29,500,53,2,14,lockdown_retired,18,1561,6,78,296,14052.75,302
32,true,true,29,500,53,2,14,lockdown_student,18,1381,8,69,272,10701.5,280
30,true,true,29,500,53,2,14,lockdown_retired,18,1301,6,65,294,11418.75,300
33,true,true,29,500,53,2,14,lockdown_student,18,1301,9,65,247,10852.5,256
29,true,true,29,500,53,2,14,lockdown_retired,18,1601,5,80,305,16968.5,310
35,true,true,29,500,53,2,14,lockdown_student,18,1221,8,61,251,9650,259
31,true,true,29,500,53,2,14,lockdown_student,18,1921,2,96,271,16424.5,273
34,true,true,29,500,53,2,14,lockdown_student,18,1581,5,79,265,13663,270
39,true,true,29,500,53,2,14,lockdown_student,18,1121,8,56,266,9186,274
43,true,true,29,500,53,2,14,lockdown_student,18,801,0,40,43,3277,43
38,true,true,29,500,53,2,14,lockdown_student,18,1381,4,69,229,10292.5,233
37,true,true,29,500,53,2,14,lockdown_student,18,1421,9,71,265,11302,274
41,true,true,29,500,53,2,14,lockdown_student,18,1241,7,62,304,11054,311
40,true,true,29,500,53,2,14,lockdown_student,18,1521,2,76,287,13083.5,289
44,true,true,29,500,53,2,14,lockdown_student,18,1341,8,67,283,11924.5,291
36,true,true,29,500,53,2,14,lockdown_student,18,2481,7,124,222,15370,229
42,true,true,29,500,53,2,14,lockdown_student,18,1381,7,69,228,11197,235
48,true,true,29,500,53,2,14,lockdown_student,18,1301,3,65,175,8234.5,178
47,true,true,29,500,53,2,14,lockdown_student,18,1321,7,66,300,12222.5,307
45,true,true,29,500,53,2,14,lockdown_student,18,1841,4,92,270,14289,274
51,true,true,29,500,53,2,14,lockdown_student,18,1341,9,67,241,10373,250
46,true,true,29,500,53,2,14,lockdown_student,18,1841,5,92,250,14223,255
49,true,true,29,500,53,2,14,lockdown_student,18,1741,3,87,124,10201.5,127
50,true,true,29,500,53,2,14,lockdown_student,18,1901,9,95,295,19671,304
55,true,true,29,500,53,2,14,lockdown_student,18,1181,8,59,262,9006.5,270
52,true,true,29,500,53,2,14,lockdown_student,18,1421,6,71,271,11727.5,277
56,true,true,29,500,53,2,14,lockdown_student,18,1481,8,74,220,11270,228
54,true,true,29,500,53,2,14,lockdown_student,18,1981,5,99,238,17109,243
59,true,true,29,500,53,2,14,lockdown_student,18,1241,8,62,262,10340,270
53,true,true,29,500,53,2,14,lockdown_student,18,2181,4,109,243,19961,247
57,true,true,29,500,53,2,14,lockdown_student,18,1541,6,77,286,11558,292
62,true,true,29,500,53,2,14,none,18,1441,8,72,248,8051.25,256
58,true,true,29,500,53,2,14,lockdown_student,18,1661,10,83,267,12335,277
65,true,true,29,500,53,2,14,none,18,1261,4,63,274,7547,278
64,true,true,29,500,53,2,14,none,18,1261,7,63,323,8646.25,330
61,true,true,29,500,53,2,14,none,18,1561,10,78,272,10239.25,282
67,true,true,29,500,53,2,14,none,18,1141,5,57,259,5994.5,264
70,true,true,29,500,53,2,14,none,18,1101,4,55,289,7413,293
63,true,true,29,500,53,2,14,none,18,2281,4,114,300,19114.5,304
68,true,true,29,500,53,2,14,none,18,1281,10,64,284,7955.5,294
69,true,true,29,500,53,2,14,none,18,1281,4,64,304,8184,308
60,true,true,29,500,53,2,14,lockdown_student,18,2541,6,127,281,21810.5,287
72,true,true,29,500,53,2,14,none,18,1241,7,62,263,7788.5,270
66,true,true,29,500,53,2,14,none,18,2081,2,104,252,14246,254
73,true,true,29,500,53,2,14,none,18,1361,4,68,241,7379.25,245
75,true,true,29,500,53,2,14,none,18,1221,4,61,270,6025,274
71,true,true,29,500,53,2,14,none,18,2061,6,103,234,13482.75,240
76,true,true,29,500,53,2,14,none,18,1381,6,69,214,7069,220
80,true,true,29,500,53,2,14,none,18,1061,6,53,295,6374,301
74,true,true,29,500,53,2,14,none,18,2021,4,101,293,16416.25,297
79,true,true,29,500,53,2,14,none,18,1121,3,56,227,5224.25,230
78,true,true,29,500,53,2,14,none,18,1361,4,68,278,7549.75,282
77,true,true,29,500,53,2,14,none,18,1721,6,86,231,7761.75,237
81,true,true,29,500,53,2,14,none,18,1121,10,56,307,7578.75,317
84,true,true,29,500,53,2,14,none,18,1341,3,67,299,8098,302
82,true,true,29,500,53,2,14,none,18,1381,7,69,258,7985.5,265
91,true,true,29,500,53,2,14,lockdown_retired+student,18,1061,3,53,225,11062,228
88,true,true,29,500,53,2,14,none,18,1201,4,60,235,6250,239
87,true,true,29,500,53,2,14,none,18,1421,11,71,287,9645.25,298
89,true,true,29,500,53,2,14,none,18,1381,3,69,308,10175,311
85,true,true,29,500,53,2,14,none,18,1541,4,77,313,10733,317
92,true,true,29,500,53,2,14,lockdown_retired+student,18,1241,6,62,213,12308,219
90,true,true,29,500,53,2,14,none,18,1381,4,69,257,7689.5,261
83,true,true,29,500,53,2,14,none,18,2221,4,111,287,17146.5,291
86,true,true,29,500,53,2,14,none,18,2001,7,100,286,12677.5,293
93,true,true,29,500,53,2,14,lockdown_retired+student,18,1421,7,71,268,14340.5,275
94,true,true,29,500,53,2,14,lockdown_retired+student,18,1221,8,61,268,12410,276
96,true,true,29,500,53,2,14,lockdown_retired+student,18,1221,9,61,289,14049,298
95,true,true,29,500,53,2,14,lockdown_retired+student,18,1381,7,69,256,14148,263
97,true,true,29,500,53,2,14,lockdown_retired+student,18,1261,8,63,227,13099.5,235
101,true,true,29,500,53,2,14,lockdown_retired+student,18,1301,5,65,260,14239,265
102,true,true,29,500,53,2,14,lockdown_retired+student,18,1201,9,60,273,12564.5,282
99,true,true,29,500,53,2,14,lockdown_retired+student,18,1781,7,89,215,17288,222
104,true,true,29,500,53,2,14,lockdown_retired+student,18,1481,5,74,244,15272.5,249
98,true,true,29,500,53,2,14,lockdown_retired+student,18,2021,6,101,273,21258.5,279
105,true,true,29,500,53,2,14,lockdown_retired+student,18,1341,5,67,143,11269.5,148
107,true,true,29,500,53,2,14,lockdown_retired+student,18,1141,3,57,122,10083.5,125
103,true,true,29,500,53,2,14,lockdown_retired+student,18,1741,8,87,279,18871.5,287
109,true,true,29,500,53,2,14,lockdown_retired+student,18,1321,7,66,287,15110,294
100,true,true,29,500,53,2,14,lockdown_retired+student,18,2281,2,114,193,21135,195
106,true,true,29,500,53,2,14,lockdown_retired+student,18,2281,4,114,236,21048,240
108,true,true,29,500,53,2,14,lockdown_retired+student,18,1661,1,83,196,15890.5,197
120,true,true,29,500,53,2,14,lockdown_retired+student,18,421,0,21,7,2441,7
116,true,true,29,500,53,2,14,lockdown_retired+student,18,1141,9,57,270,13041,279
114,true,true,29,500,53,2,14,lockdown_retired+student,18,1281,6,64,207,12080,213
110,true,true,29,500,53,2,14,lockdown_retired+student,18,1901,6,95,192,19927,198
112,true,true,29,500,53,2,14,lockdown_retired+student,18,1521,3,76,214,14833,217
113,true,true,29,500,53,2,14,lockdown_retired+student,18,1381,3,69,252,13756.5,255
111,true,true,29,500,53,2,14,lockdown_retired+student,18,1601,6,80,248,17267,254
123,true,true,29,500,53,2,14,essential_activities,18,341,0,17,6,3830,6
115,true,true,29,500,53,2,14,lockdown_retired+student,18,1381,6,69,204,13360,210
128,true,true,29,500,53,2,14,essential_activities,18,401,0,20,16,5237,16
127,true,true,29,500,53,2,14,essential_activities,18,621,0,31,26,8052,26
124,true,true,29,500,53,2,14,essential_activities,18,721,1,36,43,9646.5,44
130,true,true,29,500,53,2,14,essential_activities,18,361,0,18,8,4914,8
117,true,true,29,500,53,2,14,lockdown_retired+student,18,1681,8,84,242,17048.5,250
122,true,true,29,500,53,2,14,essential_activities,18,1101,4,55,130,16284,134
121,true,true,29,500,53,2,14,essential_activities,18,1321,2,66,165,20526,167
125,true,true,29,500,53,2,14,essential_activities,18,1201,1,60,93,16980,94
129,true,true,29,500,53,2,14,essential_activities,18,961,1,48,87,12784.5,88
119,true,true,29,500,53,2,14,lockdown_retired+student,18,1881,5,94,213,17282,218
138,true,true,29,500,53,2,14,essential_activities,18,441,0,22,15,5524,15
136,true,true,29,500,53,2,14,essential_activities,18,701,0,35,21,8957,21
139,true,true,29,500,53,2,14,essential_activities,18,581,0,29,10,5503,10
133,true,true,29,500,53,2,14,essential_activities,18,1221,1,61,58,16005.5,59
126,true,true,29,500,53,2,14,essential_activities,18,1981,1,99,89,27760.5,90
132,true,true,29,500,53,2,14,essential_activities,18,1341,2,67,168,19903.5,170
134,true,true,29,500,53,2,14,essential_activities,18,1161,2,58,148,17041,150
131,true,true,29,500,53,2,14,essential_activities,18,1461,7,73,122,20158.5,129
135,true,true,29,500,53,2,14,essential_activities,18,1241,5,62,139,18252,144
140,true,true,29,500,53,2,14,essential_activities,18,1001,4,50,120,14399.5,124
143,true,true,29,500,53,2,14,essential_activities,18,821,0,41,24,9446,24
118,true,true,29,500,53,2,14,lockdown_retired+student,18,3401,3,170,246,35320.5,249
147,true,true,29,500,53,2,14,essential_activities,18,541,0,27,18,6590,18
142,true,true,29,500,53,2,14,essential_activities,18,1001,4,50,70,13384.5,74
141,true,true,29,500,53,2,14,essential_activities,18,1141,2,57,183,16680,185
152,true,true,29,500,53,2,14,all,18,381,0,19,10,7290,10
137,true,true,29,500,53,2,14,essential_activities,18,1641,3,82,117,21928,120
149,true,true,29,500,53,2,14,essential_activities,18,721,3,36,51,10107,54
153,true,true,29,500,53,2,14,all,18,401,1,20,13,7694,14
155,true,true,29,500,53,2,14,all,18,341,0,17,6,5670,6
150,true,true,29,500,53,2,14,essential_activities,18,601,2,30,13,6300,15
154,true,true,29,500,53,2,14,all,18,481,1,24,8,9720,9
144,true,true,29,500,53,2,14,essential_activities,18,1281,3,64,119,18738.5,122
151,true,true,29,500,53,2,14,all,18,881,0,44,12,15795,12
156,true,true,29,500,53,2,14,all,18,541,0,27,8,6480,8
159,true,true,29,500,53,2,14,all,18,381,0,19,8,6480,8
157,true,true,29,500,53,2,14,all,18,521,2,26,10,9307.5,12
163,true,true,29,500,53,2,14,all,18,361,0,18,7,6480,7
158,true,true,29,500,53,2,14,all,18,561,0,28,10,9720,10
162,true,true,29,500,53,2,14,all,18,521,1,26,11,9714.5,12
148,true,true,29,500,53,2,14,essential_activities,18,1341,2,67,177,20093.5,179
164,true,true,29,500,53,2,14,all,18,421,1,21,8,6478.5,9
165,true,true,29,500,53,2,14,all,18,461,0,23,13,8910,13
167,true,true,29,500,53,2,14,all,18,421,0,21,7,6885,7
166,true,true,29,500,53,2,14,all,18,501,0,25,13,8910,13
171,true,true,29,500,53,2,14,all,18,361,0,18,8,6885,8
160,true,true,29,500,53,2,14,all,18,1061,2,53,16,19407,18
170,true,true,29,500,53,2,14,all,18,501,0,25,14,8910,14
172,true,true,29,500,53,2,14,all,18,481,0,24,11,7695,11
169,true,true,29,500,53,2,14,all,18,521,0,26,10,9315,10
145,true,true,29,500,53,2,14,essential_activities,18,2441,6,122,158,35030,164
161,true,true,29,500,53,2,14,all,18,1141,1,57,21,21049.5,22
173,true,true,29,500,53,2,14,all,18,501,0,25,10,8100,10
146,true,true,29,500,53,2,14,essential_activities,18,2321,4,116,162,32972.5,166
168,true,true,29,500,53,2,14,all,18,921,0,46,14,16605,14
179,true,true,29,500,53,2,14,all,18,381,1,19,5,6075,6
174,true,true,29,500,53,2,14,all,18,461,0,23,13,7695,13
180,true,true,29,500,53,2,14,all,18,381,0,19,7,6480,7
177,true,true,29,500,53,2,14,all,18,541,0,27,20,9315,20
176,true,true,29,500,53,2,14,all,18,521,0,26,25,8910,25
175,true,true,29,500,53,2,14,all,18,681,1,34,19,12142,20
178,true,true,29,500,53,2,14,all,18,1041,0,52,21,19440,21
